,sex,age,geo_niv_0,geo_niv_1,geo_niv_2,region,icd10_niv_0,icd10_nom_niv_0,icd10_niv_1,icd10_nom_niv_1,icd10_niv_2,icd10_nom_niv_2,icd10_niv_3,maladies,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
1925,F,TOTAL,FR,FR6,FR61,Aquitaine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R,Symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire. non classes ailleurs ,97.42,97.1,106.34,106.4,79.49,80.5,82.9,70.2,71.3,68.4,73.0,68.3,76.5,73.9,76.3,81.8,74.6,79.8,71.9,68.0,71.2,72.4
1926,F,TOTAL,FR,FR6,FR62,Midi-Pyrenees ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R,Symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire. non classes ailleurs ,100.18,94.12,137.62,110.22,73.45,80.2,67.0,65.6,60.8,63.6,66.8,63.1,69.3,69.1,63.4,67.1,69.7,74.0,70.5,74.9,74.1,67.5
1927,F,TOTAL,FR,FR6,FR63,Limousin ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R,Symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire. non classes ailleurs ,154.73,102.03,140.48,125.04,99.69,80.0,86.4,80.2,67.2,66.6,69.5,62.9,80.6,73.4,69.0,68.0,77.4,81.5,78.6,81.2,75.9,73.6
1928,F,TOTAL,FR,FR7,FR71,Rhone-Alpes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R,Symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire. non classes ailleurs ,80.88,64.11,69.35,65.51,67.88,54.0,55.7,52.3,48.4,50.0,54.3,47.7,56.5,53.9,49.2,51.4,49.1,51.1,46.2,46.7,48.0,45.4
1929,F,TOTAL,FR,FR7,FR72,Auvergne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R,Symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire. non classes ailleurs ,105.84,84.18,93.17,85.74,110.74,121.6,70.7,66.8,62.4,60.7,65.4,58.4,64.7,68.7,70.6,58.1,69.8,69.8,72.7,75.2,72.1,61.1
1930,F,TOTAL,FR,FR8,FR81,Languedoc-Roussillon ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R,Symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire. non classes ailleurs ,104.58,91.4,88.21,91.24,73.74,79.8,66.7,66.9,64.2,62.4,63.3,59.3,71.9,77.3,67.2,59.3,75.7,75.8,68.8,71.4,64.7,66.6
1931,F,TOTAL,FR,FR8,FR82,Provence-Alpes-Cote d'Azur ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R,Symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire. non classes ailleurs ,105.17,102.58,97.33,106.02,103.77,146.5,89.5,83.1,78.7,75.3,81.2,79.1,92.7,85.8,95.5,84.6,92.2,89.6,91.4,83.4,83.2,85.9
1932,F,TOTAL,FR,FR8,FR83,Corse ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R,Symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire. non classes ailleurs ,112.5,112.04,78.63,95.47,95.06,92.6,80.2,74.5,73.2,82.7,81.4,74.7,92.7,86.6,92.6,73.8,77.4,107.5,118.5,112.7,102.5,113.8
1933,F,TOTAL,,,FR91,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R,Symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire. non classes ailleurs ,: ,,,72.79,72.01,72.6,63.4,56.1,53.0,39.6,51.7,43.5,44.8,50.9,42.6,,,,,,,
1934,F,TOTAL,,,FR92,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R,Symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire. non classes ailleurs ,: ,,,276.3,56.99,60.0,74.4,71.8,58.7,57.9,58.1,47.5,53.2,50.2,54.6,,,,,,,
1935,F,TOTAL,,,FR93,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R,Symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire. non classes ailleurs ,: ,,,42.83,29.18,57.4,23.6,38.4,36.7,37.8,36.3,30.5,39.1,34.3,55.7,,,,,,,
1936,F,TOTAL,,,FR94,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R,Symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire. non classes ailleurs ,: ,,,33.33,26.58,22.6,24.6,24.1,25.7,22.7,25.5,21.6,24.0,22.3,20.5,,,,,,,
1937,F,TOTAL,FR,FR,FR,France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.2,0.19,0.2,0.23,0.23,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,,,,,,,
1938,F,TOTAL,FR,FR1,FR10,ile de France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.19,0.26,0.26,0.23,0.33,0.2,0.1,0.4,0.2,0.2,0.3,0.4,0.2,0.4,0.5,0.4,0.5,0.6,0.6,0.7,0.9,1.4
1939,F,TOTAL,FR,FR2,FR21,Champagne-Ardenne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.15,0.44,0.15,0.29,0.29,0.3,0.4,0.1,,0.6,0.4,0.4,0.3,0.4,,0.3,0.3,0.4,0.3,0.3,0.9,2.8
1940,F,TOTAL,FR,FR2,FR22,Picardie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.2,0.3,0.2,0.1,0.41,0.2,0.1,0.5,0.4,0.3,0.3,0.3,0.2,0.3,0.4,0.7,0.6,0.1,0.5,0.4,0.7,1.2
1941,F,TOTAL,FR,FR2,FR23,Haute-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.31,0.1,0.31,0.73,0.42,0.2,0.5,0.4,0.4,0.3,0.3,0.3,0.2,0.3,0.4,0.3,0.7,0.5,0.2,0.5,0.9,0.7
1942,F,TOTAL,FR,FR2,FR24,Centre  ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.3,0.3,0.23,0.3,0.08,0.5,0.4,0.3,0.1,0.3,0.4,0.3,0.5,0.6,0.5,0.5,0.4,0.5,0.8,0.5,0.7,0.9
1943,F,TOTAL,FR,FR2,FR25,Basse-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.13,0.13,0.13,0.26,,0.1,0.1,0.5,0.3,0.3,0.3,0.7,0.4,0.3,0.4,0.4,0.8,0.5,0.5,1.0,0.4,1.1
1944,F,TOTAL,FR,FR2,FR26,Bourgogne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.12,,0.12,0.35,0.35,0.1,0.1,0.2,0.1,0.5,0.4,0.1,0.4,0.7,0.6,0.7,0.2,0.4,0.5,0.4,0.6,0.7
1945,F,TOTAL,FR,FR3,FR30,Nord - Pas-de-Calais ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.43,0.19,0.33,0.38,0.29,0.6,0.3,0.6,0.2,0.5,0.4,0.4,0.8,0.5,0.5,0.5,0.7,0.5,0.6,0.8,0.8,1.3
1946,F,TOTAL,FR,FR4,FR41,Lorraine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.17,0.33,,0.08,0.17,0.1,0.2,0.2,0.3,0.6,0.4,0.4,0.4,0.4,0.2,0.5,0.6,0.4,0.5,0.6,1.0,1.2
1947,F,TOTAL,FR,FR4,FR42,Alsace ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.1,0.1,0.42,,0.11,0.2,0.4,0.1,,0.3,0.4,0.3,0.1,0.6,0.4,0.2,0.6,0.8,0.5,0.7,0.7,1.3
1948,F,TOTAL,FR,FR4,FR43,Franche-Comte ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.33,,0.67,0.33,0.33,0.2,0.5,0.7,,0.7,,0.9,,0.3,0.2,0.5,0.2,0.2,0.7,0.9,1.4,2.0
1949,F,TOTAL,FR,FR5,FR51,Pays de la Loire ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.31,0.11,0.32,0.16,0.27,0.1,0.3,0.2,0.5,0.6,0.5,0.2,0.4,0.5,0.5,0.5,0.5,0.4,0.7,0.6,0.7,0.7
1950,F,TOTAL,FR,FR5,FR52,Bretagne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.18,0.18,0.18,0.36,0.36,0.4,0.2,0.4,0.4,0.5,0.1,0.2,0.3,0.2,0.3,0.7,0.7,0.5,0.2,0.5,0.7,0.5
1951,F,TOTAL,FR,FR5,FR53,Poitou-Charentes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,: ,0.22,0.22,0.33,0.22,0.2,0.1,,0.1,,0.1,0.3,,0.3,0.6,0.2,0.4,0.4,0.1,1.0,0.1,1.0
1952,F,TOTAL,FR,FR6,FR61,Aquitaine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.23,0.11,0.12,0.06,,0.3,0.2,0.3,0.4,0.2,0.2,0.4,0.2,0.3,0.4,0.5,0.1,0.3,0.3,0.4,0.3,0.9
1953,F,TOTAL,FR,FR6,FR62,Midi-Pyrenees ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.13,0.07,0.13,0.2,0.2,0.3,0.1,0.2,0.3,0.5,0.3,0.3,0.5,0.4,0.1,0.1,0.3,0.4,0.2,0.5,0.4,0.8
1954,F,TOTAL,FR,FR6,FR63,Limousin ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,: ,0.26,0.26,0.52,0.52,0.3,0.5,,,,,0.3,,0.3,0.8,0.3,0.3,0.3,,0.5,0.8,0.5
1955,F,TOTAL,FR,FR7,FR71,Rhone-Alpes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.18,0.24,0.15,0.34,0.15,0.3,0.4,0.2,0.2,0.4,0.2,0.3,0.1,0.2,0.3,0.4,0.4,0.4,0.6,0.5,0.4,1.1
1956,F,TOTAL,FR,FR7,FR72,Auvergne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,: ,0.14,0.14,,,0.3,0.4,0.3,0.7,0.4,0.3,,,0.1,0.4,0.4,0.3,0.3,0.4,0.9,1.2,1.0
1957,F,TOTAL,FR,FR8,FR81,Languedoc-Roussillon ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.14,0.28,0.07,0.14,0.14,0.2,0.3,0.6,0.2,0.1,0.4,0.3,0.4,0.6,0.3,0.2,0.4,0.3,0.5,0.3,0.5,0.5
1958,F,TOTAL,FR,FR8,FR82,Provence-Alpes-Cote d'Azur ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.15,0.08,0.08,0.16,0.19,0.2,0.3,0.1,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.4,0.3,0.2,0.3,0.3
1959,F,TOTAL,FR,FR8,FR83,Corse ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,: ,0.6,,,,,,,0.6,,,0.7,,,0.7,,,0.8,,,,0.8
1960,F,TOTAL,,,FR91,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,: ,,,0.43,,,0.8,1.3,0.4,0.4,,,,,,,,,,,,
1961,F,TOTAL,,,FR92,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,: ,,,0.48,,,,,,,,1.0,,0.5,1.0,,,,,,,
1962,F,TOTAL,,,FR93,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,: ,,,0.82,,2.6,,2.7,,1.9,1.0,,,,,,,,,,,
1963,F,TOTAL,,,FR94,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,: ,,,,0.47,,0.9,1.0,0.7,0.2,0.5,0.5,,0.3,,,,,,,,
1964,F,TOTAL,FR,FR,FR,France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,35.03,33.0,42.56,35.16,28.93,30.9,21.1,19.0,17.3,16.7,18.1,15.9,19.3,18.8,19.8,,,,,,,
1965,F,TOTAL,FR,FR1,FR10,ile de France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,46.74,36.3,49.12,40.29,30.49,29.4,27.3,25.7,24.8,25.2,25.7,23.9,31.3,31.7,30.5,31.0,27.3,30.9,24.4,25.2,26.7,24.0
1966,F,TOTAL,FR,FR2,FR21,Champagne-Ardenne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,36.8,37.39,45.87,32.02,28.13,22.9,25.8,20.7,20.1,17.5,24.6,14.1,14.6,13.7,13.8,15.6,8.9,13.3,10.8,9.7,10.9,10.5
1967,F,TOTAL,FR,FR2,FR22,Picardie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,23.62,36.92,32.26,23.77,22.19,19.2,18.6,16.5,13.2,12.8,14.7,11.9,12.8,14.2,11.4,12.0,9.5,11.9,9.4,9.5,8.0,10.5
1968,F,TOTAL,FR,FR2,FR23,Haute-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,25.58,40.47,53.34,79.21,29.41,26.5,16.6,19.4,19.6,14.5,15.4,19.5,14.1,12.5,14.0,13.9,11.5,13.5,11.9,16.5,15.7,11.0
1969,F,TOTAL,FR,FR2,FR24,Centre  ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,30.36,30.73,37.52,33.54,22.48,21.0,19.8,15.6,12.2,11.1,13.6,12.9,17.5,17.8,17.6,13.9,9.7,12.1,21.8,9.2,10.5,9.1
1970,F,TOTAL,FR,FR2,FR25,Basse-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,37.8,38.44,35.57,41.61,29.3,37.2,21.5,22.2,16.3,15.3,15.6,14.2,12.7,17.0,14.9,12.5,6.6,11.0,8.1,9.9,8.3,8.2
1971,F,TOTAL,FR,FR2,FR26,Bourgogne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,41.04,45.03,47.6,59.26,29.77,29.3,20.4,19.6,18.0,17.0,26.2,18.1,19.7,18.9,17.3,18.5,12.6,17.5,11.9,13.0,12.1,14.8
1972,F,TOTAL,FR,FR3,FR30,Nord - Pas-de-Calais ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,24.03,31.83,37.79,30.08,21.41,18.3,15.7,14.8,14.8,15.6,14.1,12.0,13.0,14.1,14.8,10.5,7.7,12.3,7.9,9.8,8.8,10.9
1973,F,TOTAL,FR,FR4,FR41,Lorraine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,22.08,26.63,68.81,24.61,26.17,26.1,17.4,16.7,14.6,15.0,20.7,12.0,47.9,25.0,33.4,24.6,19.6,14.1,9.1,10.7,9.0,10.8
1974,F,TOTAL,FR,FR4,FR42,Alsace ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,24.27,28.61,64.9,23.82,29.6,39.2,16.7,14.2,12.6,14.0,13.1,13.3,15.8,11.6,13.9,12.1,10.9,11.9,10.0,11.2,10.7,8.4
1975,F,TOTAL,FR,FR4,FR43,Franche-Comte ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,17.83,23.69,31.7,21.55,20.26,18.3,15.8,15.2,13.6,14.1,14.9,12.2,12.6,11.3,13.1,14.2,8.8,9.5,7.9,9.7,11.5,10.3
1976,F,TOTAL,FR,FR5,FR51,Pays de la Loire ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,20.54,28.07,32.63,28.55,23.67,20.0,17.6,19.8,16.5,14.3,14.1,13.5,14.6,12.6,14.4,14.9,8.9,14.0,10.3,11.6,9.7,9.4
1977,F,TOTAL,FR,FR5,FR52,Bretagne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,19.81,22.45,26.65,20.5,21.7,17.9,16.2,18.1,12.6,12.3,12.0,11.2,11.1,11.7,11.8,12.0,7.3,11.3,9.2,9.1,9.8,7.6
1978,F,TOTAL,FR,FR5,FR53,Poitou-Charentes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,22.11,19.07,29.18,28.2,18.84,22.5,18.2,16.3,13.0,14.0,13.8,12.3,14.0,15.2,10.5,12.2,10.7,13.3,9.7,8.0,7.3,6.4
1979,F,TOTAL,FR,FR6,FR61,Aquitaine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,27.76,35.8,45.71,46.98,27.11,30.9,28.4,18.3,19.0,17.0,18.2,15.0,15.1,14.1,18.1,18.8,11.0,16.9,13.2,10.5,11.0,12.6
1980,F,TOTAL,FR,FR6,FR62,Midi-Pyrenees ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,41.24,40.15,89.26,54.65,23.41,31.1,15.5,14.5,14.8,17.6,15.7,18.3,19.4,19.9,18.6,20.7,15.6,20.4,15.0,16.0,18.5,13.2
1981,F,TOTAL,FR,FR6,FR63,Limousin ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,77.63,27.02,69.45,42.38,16.96,19.0,17.7,16.2,11.2,10.0,13.5,12.5,13.4,14.0,10.5,12.7,9.2,12.0,10.3,9.5,9.7,11.6
1982,F,TOTAL,FR,FR7,FR71,Rhone-Alpes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,46.11,30.19,35.36,27.07,36.33,20.5,23.1,19.3,18.1,17.0,22.7,15.0,17.7,16.5,14.7,15.5,9.7,13.6,10.3,11.9,10.0,10.0
1983,F,TOTAL,FR,FR7,FR72,Auvergne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,44.1,27.21,47.16,34.78,67.56,76.0,21.9,16.0,17.2,16.7,15.5,15.8,14.2,19.2,20.0,15.1,12.6,14.1,10.4,10.2,10.1,7.9
1984,F,TOTAL,FR,FR8,FR81,Languedoc-Roussillon ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,43.24,37.75,29.94,35.77,23.48,28.8,16.2,15.1,13.4,12.1,12.1,11.5,11.7,20.1,12.0,13.8,9.9,16.1,11.4,12.9,11.3,14.1
1985,F,TOTAL,FR,FR8,FR82,Provence-Alpes-Cote d'Azur ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R96-R99,Causes inconnues ou non precisees de mortalite,33.5,35.97,35.26,37.98,44.28,84.7,24.8,19.4,16.3,15.1,15.5,17.0,18.1,17.8,33.3,20.4,14.9,18.6,15.3,15.9,12.5,16.2
