;unit;sex;age;geo_niv_0;geo_niv_1;geo_niv_2;region;icd10_niv_0;icd10_nom_niv_0;icd10_niv_1;icd10_nom_niv_1;icd10_niv_2;icd10_nom_niv_2;icd10_niv_3;maladies;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994
10084;RT;F;TOTAL;FR;FR2;FR25;Basse-Normandie ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;17.59;16.4;16.41;17.06;16.95;17.6;17.8;15.4;15.2;16.2;16.9;15.9;17.7;16.6;15.3;17.4;17.8;16.5;12.2;9.8;13.4;8.7
10085;RT;F;TOTAL;FR;FR2;FR26;Bourgogne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;26.14;21.51;24.16;23.07;26.58;24.3;25.4;26.5;26.4;26;24.9;25.1;27.5;25.9;26.1;27.2;24.7;19.3;17.7;14.7;15.4;17.3
10086;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;22.04;19.19;22.43;21.67;19.69;21.7;23.3;22.8;22.3;21.7;22.8;21.8;24.9;21.9;23;22.6;21.5;19.7;15.9;14.6;14.2;14.2
10087;RT;F;TOTAL;FR;FR4;FR41;Lorraine ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;23.5;19.95;19.39;24.11;22.35;23.1;23.3;22.4;23.2;23.5;24.8;23.2;24.4;27.2;22.6;22.2;20.2;18.1;14.9;15.3;14.3;18.1
10088;RT;F;TOTAL;FR;FR4;FR42;Alsace ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;20.22;19.46;21.15;20.88;20.54;18.5;20.3;19;18.3;19;20.3;22.4;21.1;20.5;23.6;25.6;23.5;21.3;13.7;15.6;16.2;13.6
10089;RT;F;TOTAL;FR;FR4;FR43;Franche-Comte ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;19.67;21.19;24.36;17.54;16.91;19.8;18;19.7;21;24;25;21;24.4;26.7;24.4;23.3;19.7;20.6;18.2;14.7;12.8;14.4
10090;RT;F;TOTAL;FR;FR5;FR51;Pays de la Loire ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;15.42;14.59;15.33;14.87;12.4;15.4;15.2;15.7;15;15;13.8;15.3;17;15.5;14.8;14.9;12.6;13.8;10.9;8.6;10.3;9.3
10091;RT;F;TOTAL;FR;FR5;FR52;Bretagne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;12.67;12.5;13.24;13.67;13.44;13.1;13.9;13.9;13.1;14.4;14.3;13.2;15.2;15;14.5;13.1;14.1;12.1;10.1;10.1;10.1;9.5
10092;RT;F;TOTAL;FR;FR5;FR53;Poitou-Charentes ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;20.28;18.97;17.94;20.93;16.22;19.1;21.2;20.7;21.4;23.9;21.6;21.4;22.9;22.2;21.2;22.6;18.1;19.4;13.7;15.5;13.1;14.5
10093;RT;F;TOTAL;FR;FR6;FR61;Aquitaine ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;18.75;18.85;19.14;18.76;18.15;19.8;21.2;20;19.3;22.8;24.1;20.7;24.7;23.1;23.6;22.5;22.1;23;17.7;16.2;16.5;17.3
10094;RT;F;TOTAL;FR;FR6;FR62;Midi-Pyrenees ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;18.94;17.86;17.48;18.06;18.73;21.4;23.1;21.3;22.5;21.6;22.6;21.6;27.4;24.1;24.5;27;24;23.8;18.2;14.3;15.4;18.3
10095;RT;F;TOTAL;FR;FR6;FR63;Limousin ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;27.27;23.87;26.73;27.99;27.92;29.6;25.5;23.7;29.3;26.6;26;27.5;26.8;27.4;26.7;27.9;31;24.7;21.4;17.9;18.9;14.6
10096;RT;F;TOTAL;FR;FR7;FR71;Rhone-Alpes ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;14.95;15.34;14.52;15.56;13.75;15.1;15.7;15.5;17.2;17.3;16.6;16.1;18.8;19;18.5;17.2;17.7;14.5;12.8;12.4;11.3;11.5
10097;RT;F;TOTAL;FR;FR7;FR72;Auvergne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;26.46;24.36;24.44;21.04;28.11;23.4;24.6;27.8;24.7;24.9;26.2;26.7;28.6;24.5;23.9;24.8;26.2;22.9;14.7;18.6;16.2;14.5
10098;RT;F;TOTAL;FR;FR8;FR81;Languedoc-Roussillon ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;23.82;19.57;21.81;23.02;23.34;19.4;22.3;22;21;21.9;24.1;23.9;29.1;26.7;29.5;25.2;27.9;22.3;20.5;17.5;17.5;18.2
10099;RT;F;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;17.84;15.04;18.54;17.69;17.51;17.3;19.3;18.9;21.9;18.1;21.3;18.6;22;23.5;21;19.3;19.3;19.3;12.3;14.1;15.6;14.1
10100;RT;F;TOTAL;FR;FR8;FR83;Corse ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;13.62;22.17;14.63;20.33;18.02;21.4;19.1;19.9;16.2;17.7;23.4;19.7;22.8;25.4;22.2;26.3;24.6;12.8;15.1;9.8;16.7;12.2
10101;RT;F;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;: ;: ;: ;30.65;24.85;34.2;36.5;31.2;29.2;41.7;40.2;33.6;33.9;32.1;29.3;: ;: ;: ;: ;: ;: ;:
10102;RT;F;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;: ;: ;: ;22.51;39.42;30.2;28.2;36.1;32.9;39.5;33.5;31.4;35.9;39.1;33.1;: ;: ;: ;: ;: ;: ;:
10103;RT;F;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;: ;: ;: ;12.35;14.17;9.4;13.1;11.6;12.8;17;8.8;11.2;19;13.3;9.3;: ;: ;: ;: ;: ;: ;:
10104;RT;F;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E10-E14;Diabete sucre;: ;: ;: ;27.78;33.34;34.6;33.9;30.1;32.2;30.3;33;35.8;37.2;38.5;35.7;: ;: ;: ;: ;: ;: ;:
10340;RT;F;TOTAL;FR;FR;FR;France;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;16.77;14.46;15.23;15.12;14.29;16.5;16.1;15.7;14.8;15.4;15.9;15.7;22.9;17.4;17.3;: ;: ;: ;: ;: ;: ;:
10341;RT;F;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;13.21;11.06;11.98;12.42;11.87;14.2;12.5;13;11.9;12.4;12.7;11.9;23.2;14.1;14.7;14.4;12.8;11.9;12.4;12.4;12.5;12.6
10342;RT;F;TOTAL;FR;FR2;FR21;Champagne-Ardenne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;16.43;16.73;18.2;18.92;17.78;16.2;17.5;17.8;16.2;14;17.5;17.8;25.2;17.2;19.5;18.5;16;17.5;15.7;14.7;17.3;15.7
10343;RT;F;TOTAL;FR;FR2;FR22;Picardie ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;20.08;17.4;22.22;19.4;16.29;17.2;21.8;13.7;17.6;17.9;17.8;16.9;21.6;17.4;18.1;17.6;17.1;15.3;15.7;17.7;15.1;14
10344;RT;F;TOTAL;FR;FR2;FR23;Haute-Normandie ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;18.82;14.6;18.1;16.14;12.92;16.8;18.4;16.4;14.7;14.2;14.9;16.8;24.3;19;14.4;16.3;12.1;14.7;14.4;14.9;14.6;11
10345;RT;F;TOTAL;FR;FR2;FR24;Centre  ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;19.61;17.85;19.4;17.56;15.8;19.7;20;20.2;16.2;16.8;18.7;20.3;36.8;21.8;20;21.1;19.9;17.7;19;20;21.6;20.5
10346;RT;F;TOTAL;FR;FR2;FR25;Basse-Normandie ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;19.69;15.35;16.54;15.49;13.8;16.7;15.9;15.4;13.4;17.4;16.6;16;17.8;17.4;14.5;14.1;13.9;15.1;13.7;13.8;15.8;16.1
10347;RT;F;TOTAL;FR;FR2;FR26;Bourgogne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;19.87;19.15;19.3;19.4;18.08;20.4;22.9;16.9;18.2;20.6;22.4;18;31.9;24.8;25.7;24.6;22;19.9;22.7;24.9;20.9;20
10348;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;18.34;17.39;16.94;16.66;17.73;20.1;17.3;17.3;14.7;17.4;17;16.6;18;16.1;15.2;14.8;13.9;13;13.8;14.4;14.6;12.6
10349;RT;F;TOTAL;FR;FR4;FR41;Lorraine ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;19.23;16.53;16.31;15.55;13.46;15.4;15.3;15.3;15.4;14.9;15.7;15.4;20.2;18.9;16.9;18;16.5;13.3;14.6;14.6;12.9;13.5
10350;RT;F;TOTAL;FR;FR4;FR42;Alsace ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;14;11.55;12.98;13.01;12.96;18.5;13.5;12.2;15.3;12.1;15.8;14.6;14.7;18.2;14.2;15.4;11.5;11.4;11.7;10.7;11.7;11.4
10351;RT;F;TOTAL;FR;FR4;FR43;Franche-Comte ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;16.17;15.35;15.85;16.71;14.9;14.4;15;14.9;18.1;15.7;17;17.2;21.6;16.7;17.6;17.9;15;12.5;12.5;12.7;12.9;11
10352;RT;F;TOTAL;FR;FR5;FR51;Pays de la Loire ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;15.89;12.59;13.48;13.96;13.48;14.8;15.4;14.4;15.3;15.6;15.2;15.2;23.7;15.8;17.6;15.7;15.4;14.9;17.7;14.7;17.6;15.4
10353;RT;F;TOTAL;FR;FR5;FR52;Bretagne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;16.62;13.51;15.74;16.36;14.83;17.6;18.5;16.8;17;18;19.5;17.3;17.6;18.2;18.7;18.4;18.1;17.1;20.1;18;19.7;15.1
10354;RT;F;TOTAL;FR;FR5;FR53;Poitou-Charentes ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;18.89;16.38;19.89;19.85;18.73;20.5;18.4;19.7;15.5;17.7;19.8;19.6;27.9;22.7;22;25.3;18.1;18;21.3;20;22.7;17.9
10355;RT;F;TOTAL;FR;FR6;FR61;Aquitaine ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;17.39;16.15;17;15.43;13.97;15.9;16.1;17.7;15.5;14.9;16.2;16.1;22.1;19.1;20.8;20.4;19.5;18.2;17.7;18.9;21.5;19.9
10356;RT;F;TOTAL;FR;FR6;FR62;Midi-Pyrenees ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;15.38;12.38;14.91;12.88;12.71;17;14.1;14.8;15.5;14.9;14;15.1;24.4;17.6;17.8;16.5;15.6;15.5;16;17.9;16.1;16
10357;RT;F;TOTAL;FR;FR6;FR63;Limousin ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;27.54;23.61;23.33;21.45;24.01;28.3;24.2;28.7;22.7;23.2;34.5;32;34.5;31.2;31.8;29.2;30.4;31.8;29.6;28.2;31.1;24.8
10358;RT;F;TOTAL;FR;FR7;FR71;Rhone-Alpes ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;14.75;11.97;13.24;13.45;12.88;13.2;13.7;13.7;11.8;13.2;13;13;19.6;14.7;13.8;13.4;14.2;13.5;13.2;12.8;12.9;12.6
10359;RT;F;TOTAL;FR;FR7;FR72;Auvergne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;22.62;22.22;21.43;22.19;17.79;23;21.9;19.6;15.9;19;19.8;21.9;29.3;22;23.4;20.5;20.5;22.6;18.1;21.4;24;17.6
10360;RT;F;TOTAL;FR;FR8;FR81;Languedoc-Roussillon ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;19.83;16.72;15.99;17.07;15.32;17.7;18.8;17.8;15.8;17.5;17.8;18.4;22.3;17;17.8;18.2;15.8;19;17.8;16.4;15.8;15.6
10361;RT;F;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;19.64;15.08;16.18;17.84;14.55;16.1;17.3;17.2;18;17;15.8;16.2;28;20;20;20.8;18.1;20.2;19.6;18.9;18.3;19.2
10362;RT;F;TOTAL;FR;FR8;FR83;Corse ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;17.17;22.77;15.85;14.78;14.91;30.2;20.4;18;19.4;24.3;14.7;17.7;18.7;21.1;17.9;16.1;17.9;12;8.3;17.4;8.3;8.4
10363;RT;F;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;: ;: ;: ;12.34;8.84;12.5;13;10.1;11.4;11.9;12.4;10.3;11.7;14.1;9.8;: ;: ;: ;: ;: ;: ;:
10364;RT;F;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;: ;: ;: ;8.62;17.1;16.5;10.8;11.7;18.3;15.1;17;12.4;12.9;14;12.7;: ;: ;: ;: ;: ;: ;:
10365;RT;F;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;: ;: ;: ;4.94;5;0.9;7;5.4;7.3;6.6;2;11.2;6.3;5.5;7;: ;: ;: ;: ;: ;: ;:
10366;RT;F;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;E;Maladies endocriniennes, nutritionnelles et metaboliques ;E_OTH;Autres maladies endocriniennes. nutritionnelles et metaboliques ;: ;: ;: ;7.41;9.56;8.2;9.2;9.8;8;9.9;7;7.4;9.3;7.6;9.1;: ;: ;: ;: ;: ;: ;:
10641;RT;F;TOTAL;FR;FR;FR;France;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;43.89;39.23;38.85;37.86;33.68;30.5;30.6;30.1;29.4;29.3;30.6;29.1;35.9;33.8;33.4;: ;: ;: ;: ;: ;: ;:
10642;RT;F;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;30.4;27.67;27.34;27.44;24.74;21.6;20.1;19.9;19.8;19.9;20.4;20.1;24.4;23.5;24.1;21.9;19.5;18.5;17.8;17.5;16.7;16.8
10643;RT;F;TOTAL;FR;FR2;FR21;Champagne-Ardenne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;45.09;33.61;37.28;36.25;34.69;31.1;32.8;31.9;34.2;32.8;33.8;31.6;36.4;32.5;38.2;35.4;31.9;30.3;24.9;22.5;25;27.2
10644;RT;F;TOTAL;FR;FR2;FR22;Picardie ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;40.37;37.32;41.18;40.13;32.48;26.2;27.7;31;30.5;27.3;26.9;27;35.4;33.9;32.3;36;32.2;28.8;24.9;22.5;22.8;22.8
10645;RT;F;TOTAL;FR;FR2;FR23;Haute-Normandie ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;58.12;49.23;49.68;48.72;44.43;39.8;38.4;36.9;42.6;40;48.1;36.2;48.7;47.7;43.5;37.5;35.1;35.8;33.7;32.5;30.5;29.5
10646;RT;F;TOTAL;FR;FR2;FR24;Centre  ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;47.79;46.32;53.08;44.06;40.33;38.4;37.3;39.3;35.2;36.7;33.1;33.2;42;40.4;37.7;41.6;43.9;35.6;35.9;30.8;32.9;32.3
10647;RT;F;TOTAL;FR;FR2;FR25;Basse-Normandie ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;42.53;40.02;38.06;35.57;33.5;29.3;27.8;33.3;31.5;32;34.9;31.7;35.2;35;35.7;40.3;34.4;31.3;32.9;27.8;30;31.2
10648;RT;F;TOTAL;FR;FR2;FR26;Bourgogne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;62.44;51.89;51.75;48.26;46.08;39.9;41.4;41.6;35.5;40.4;42.3;35.8;46.1;43.6;47.1;43.8;43;43.6;34.2;37.2;39;32.1
10649;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;41.14;35.87;37.41;33.56;30.54;25.7;24.5;28.4;27.1;27;27.3;25.5;31.4;27.9;29;28.7;27.6;27.5;26.6;23;25;23.4
10650;RT;F;TOTAL;FR;FR4;FR41;Lorraine ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;57.2;49.25;43.52;43.56;39.3;35.9;39.5;33.2;35.7;36.7;37.3;37.8;44.5;43.8;41.6;41.8;36.5;34.6;32.8;32.2;32.3;29.1
10651;RT;F;TOTAL;FR;FR4;FR42;Alsace ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;48.95;42.87;41.35;41.87;38.24;35.1;36.4;38.1;36.4;36.9;36;34.8;49.7;40.1;41.2;44.4;40.3;34.9;34.7;32;36.8;35.3
10652;RT;F;TOTAL;FR;FR4;FR43;Franche-Comte ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;61.5;48.21;51.22;49.79;40.19;32.8;38.4;34.3;33.4;35.6;36.8;34.1;43;39;33.5;37.8;36.4;31;33.6;31.3;39;29.1
10653;RT;F;TOTAL;FR;FR5;FR51;Pays de la Loire ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;43.33;37.34;37.83;34.01;32.62;32;30.8;28.3;28.3;28.8;31.4;27.1;35.5;31.9;32.8;33.3;31.5;26.1;27.6;25;27.6;24.1
10654;RT;F;TOTAL;FR;FR5;FR52;Bretagne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;52.82;47.04;49.19;50.23;38.63;36.6;37.4;38.8;40.7;37.4;38.5;42.8;46.4;45.7;41.4;41.1;42.7;33.8;32.9;37.1;32.8;30.6
10655;RT;F;TOTAL;FR;FR5;FR53;Poitou-Charentes ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;58.7;50.54;50.15;47.83;41.59;36.9;39.1;34.1;30.9;30.6;29.8;33.4;40.5;34.5;35.1;40.6;34.9;28.2;31.6;31.4;29;29.2
10656;RT;F;TOTAL;FR;FR6;FR61;Aquitaine ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;49.65;43.95;39.62;37.63;34.83;32.1;30.6;29.1;29.3;29.8;30.1;31.7;39.4;34.3;34.9;37.5;34.3;31.3;33.3;30.8;29.3;30.2
10657;RT;F;TOTAL;FR;FR6;FR62;Midi-Pyrenees ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;38.65;34.68;37.6;32.73;30.57;28.8;29.6;27.3;30;28.3;31.6;29.6;38.1;36.8;35.1;37.4;36.5;34.4;31.9;30.8;27.4;27
10658;RT;F;TOTAL;FR;FR6;FR63;Limousin ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;F;Troubles mentaux et du comportement ;F;Troubles mentaux et du comportement ;72.12;68.46;58.97;63.31;63.15;59.2;64.5;61;59.3;52.9;63.1;53.3;78.5;61.5;56.1;61.5;63.5;54.6;46.9;45.5;48.6;42.1
