;unit;sex;age;geo_niv_0;geo_niv_1;geo_niv_2;region;icd10_niv_0;icd10_nom_niv_0;icd10_niv_1;icd10_nom_niv_1;icd10_niv_2;Certaines maladies infectieuses et parasitaires ;icd10_niv_3;maladies;;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994
15361;RT;F;TOTAL;FR;FR2;FR26;Bourgogne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;23.89;17.85;22.62;21.29;16.66;15.6;19.4;16.3;19;19.7;20.9;17.2;23.3;25.4;21.7;25.5;32.4;33.7;35.4;31.7;29.4;32.7
15362;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;23.04;16.67;22.71;21.39;17.16;17.7;18.9;18.4;18.7;17.5;16.9;16.4;19.7;20.4;17.6;19.2;27.9;27;29.9;26.9;24.9;23.9
15363;RT;F;TOTAL;FR;FR4;FR41;Lorraine ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;26.84;22.87;23.63;21.61;19.36;18.3;19.4;22.9;17;17;21.9;18;20.3;18.5;16.3;19.8;31.1;29.5;32.8;32;28.5;28.1
15364;RT;F;TOTAL;FR;FR4;FR42;Alsace ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;21.68;18.94;20.1;18.78;16.96;15.8;20.4;19.8;15.1;17.4;20.5;17.6;20.2;19.4;17.4;19.6;33.1;30;39.1;35.9;30.9;33.4
15365;RT;F;TOTAL;FR;FR4;FR43;Franche-Comte ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;23.17;18.35;19.02;20.55;19.26;17.4;18.7;15.4;16.9;18.9;21.4;18.9;23.2;25;20.4;19.3;35;31.2;40.8;39.8;36.3;29.3
15366;RT;F;TOTAL;FR;FR5;FR51;Pays de la Loire ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;20.33;16.06;18.62;19.3;18.38;14.3;19.1;16.1;16.5;16;17.5;12.9;20.4;16.3;19.1;18.9;28.7;25.1;29.7;25.5;26.9;23.2
15367;RT;F;TOTAL;FR;FR5;FR52;Bretagne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;27.24;21.33;22.72;22.3;18.86;19.2;22;20.3;20.6;17.9;22.3;17.7;22.9;19.8;20.5;22.3;31.1;27.3;41.9;38.8;30.6;33.9
15368;RT;F;TOTAL;FR;FR5;FR53;Poitou-Charentes ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;26.08;17.78;21.94;21.36;17.42;17;17.7;20.7;17.9;18.7;19.3;15.8;20.1;18.5;21.1;25.2;31.5;29.8;30.7;34.4;31.3;27.7
15369;RT;F;TOTAL;FR;FR6;FR61;Aquitaine ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;25.71;19.65;21.76;22.32;19.68;18.5;20;17.6;17.9;16.2;26.2;18.2;21;22.9;18.5;22.4;31.6;35;31.1;27.8;28.6;29.7
15370;RT;F;TOTAL;FR;FR6;FR62;Midi-Pyrenees ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;22.17;17.86;17.02;21.85;18.06;16.4;18.1;18.9;18.7;14.8;22.1;19.1;21;21.7;20.1;21.2;32.6;35.4;34.2;32.9;28.7;30.6
15371;RT;F;TOTAL;FR;FR6;FR63;Limousin ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;27.01;22.3;21.49;24.85;24.53;18.7;20;20.3;18.6;18.9;25.2;22.7;26;29.3;25.9;25.2;37.7;34.8;39.3;45.5;35.7;31.3
15372;RT;F;TOTAL;FR;FR7;FR71;Rhone-Alpes ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;18.86;15.13;15.04;18.25;14.83;14.5;15.6;15.7;14.2;14.4;16.9;14.5;19.6;17.8;17;20.2;28.5;29.7;29.5;30.2;31.2;29.4
15373;RT;F;TOTAL;FR;FR7;FR72;Auvergne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;29.02;25.07;27.44;25.62;19.51;20.6;22.5;22.8;19.5;18.7;25.6;17.7;24;20.4;21.7;26.8;33.8;38.2;33;35.8;34.4;33.8
15374;RT;F;TOTAL;FR;FR8;FR81;Languedoc-Roussillon ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;24.17;19.71;23;25.43;21.41;20.8;22;23.1;18.5;17.4;21.8;21.3;27.8;21.7;21.8;23.3;39.1;33.5;37.9;33.5;31.3;34.2
15375;RT;F;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;25.08;22.16;22.64;25.41;18.33;18.5;19.6;19.2;21.2;18.9;22.9;20.5;25.5;23.2;22.4;24.5;38;34.4;32.5;30.5;30.3;27.6
15376;RT;F;TOTAL;FR;FR8;FR83;Corse ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;15.99;22.77;15.24;18.48;17.4;18.3;16.5;13.5;11;14.4;18.7;19;22.1;16.2;11.5;14.6;28.3;24.8;18.9;15.9;17.5;22.9
15377;RT;F;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;: ;: ;: ;14.47;12.21;14.6;15.5;11.4;9.7;9.8;12;6.9;8.3;11.4;9.8;: ;: ;: ;: ;: ;: ;:
15378;RT;F;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;: ;: ;: ;7.18;14.25;18.4;9.4;13.1;16.9;10.8;8.5;13.3;16.3;13;15.1;: ;: ;: ;: ;: ;: ;:
15379;RT;F;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;: ;: ;: ;8.24;3.33;2.6;6.1;5.4;6.4;1.9;6.9;7.1;3.2;5.5;7;: ;: ;: ;: ;: ;: ;:
15380;RT;F;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J12-J18;Pneumonie;;: ;: ;: ;7.87;7.46;9.2;8.1;9.6;7;7.4;11.5;7.4;6.7;10.2;6.4;: ;: ;: ;: ;: ;: ;:
15616;RT;F;TOTAL;FR;FR;FR;France;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;12.48;9.99;10.57;10.46;9.14;8.7;8.9;8.7;8.6;8.1;9;7.9;8.8;7.9;7.7;: ;: ;: ;: ;: ;: ;:
15617;RT;F;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;8.61;7.43;8.09;8.08;7.22;6.4;6.4;6.8;6.5;6.4;7;6.5;6.8;6.6;6.1;6.1;15.2;16.2;16.7;15.2;14.4;13.6
15618;RT;F;TOTAL;FR;FR2;FR21;Champagne-Ardenne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;15.56;9.75;12.09;13.25;10.49;10.1;10.2;10.3;9.5;7.6;9.2;8;10;7.7;7.9;9.6;22;20.3;25.5;23.1;20.9;17
15619;RT;F;TOTAL;FR;FR2;FR22;Picardie ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;13.93;10.82;10.96;10.06;8.45;8.6;7.1;8.6;8.8;6.7;10;8.6;9.1;8;8.1;9.1;26.3;20.2;23.9;21.9;21.8;18.1
15620;RT;F;TOTAL;FR;FR2;FR23;Haute-Normandie ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;10.81;10.64;9.2;9.43;8.51;8.4;8;6.9;7.2;7.9;9.4;7.6;8.3;6.3;8.1;9;23;22.3;18.5;21;21.3;15.3
15621;RT;F;TOTAL;FR;FR2;FR24;Centre  ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;13.6;8.74;11.17;11.05;8.58;8.4;8.3;8.9;8.3;8.9;9.3;6.6;9.6;7.6;7.2;9.7;23.6;22.9;22.8;20.4;18.8;16.4
15622;RT;F;TOTAL;FR;FR2;FR25;Basse-Normandie ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;13.26;8.27;12.6;10.63;10.12;9.1;9.4;7.8;7.7;8.4;8.7;7.5;7.6;6.9;8.7;10.9;22.4;25.1;20.1;21.9;21;23.8
15623;RT;F;TOTAL;FR;FR2;FR26;Bourgogne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;13.13;12.53;11.49;11;9.92;10.3;11.7;10.9;10.3;9.4;9.8;9.2;9.9;9.9;10.1;10;23.9;23.2;24.5;22.1;19.5;19.4
15624;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;10.19;8.84;9.21;10.41;7.88;7.5;8;8.8;8.2;7.1;8.7;6.6;8;8.3;7.3;10.3;22;21.5;20.4;20.3;19.6;16.1
15625;RT;F;TOTAL;FR;FR4;FR41;Lorraine ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;18.56;11.69;12.31;14.22;11.46;11.6;12.8;10.7;9.8;10.2;11.4;9.7;11.7;11.9;8.9;10.4;22.7;23.5;21.2;21.6;19.6;18.9
15626;RT;F;TOTAL;FR;FR4;FR42;Alsace ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;13.9;11.13;10.05;9.13;8.85;7.2;9.3;8.5;8.3;11.4;7.6;7;7.3;7.8;7.2;8.7;17.3;15.5;17.4;18.6;16.4;12.6
15627;RT;F;TOTAL;FR;FR4;FR43;Franche-Comte ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;12.83;8.51;8.34;9.52;11.72;8.7;11.3;10;8.8;12.1;7.7;5.7;8.3;8.2;6.8;8.9;20.4;16;18.5;16.3;17;17.4
15628;RT;F;TOTAL;FR;FR5;FR51;Pays de la Loire ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;13.85;10.38;10.98;10.64;9.16;9.7;9.3;7.6;9.5;8.1;8.9;8.8;11.6;7.5;6.9;9.5;20.1;20.6;21.4;19.4;20;17.2
15629;RT;F;TOTAL;FR;FR5;FR52;Bretagne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;19.16;15.88;17.53;16.66;13.26;14.8;14.1;14.4;16.6;12.4;14.4;12.6;13.8;12.4;12.8;15.5;30.4;28.9;28.9;28.9;27.3;21.5
15630;RT;F;TOTAL;FR;FR5;FR53;Poitou-Charentes ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;14.59;11.64;14.05;12.04;11.32;11;9;10.1;9.2;7.6;11.4;9.6;9;10.3;10.1;9.4;28.9;26.3;28.6;26.2;22;20.8
15631;RT;F;TOTAL;FR;FR6;FR61;Aquitaine ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;13.74;10.86;11.89;11.98;9.55;9.3;9.7;8.9;10.1;9.1;8.6;10;9.6;6.5;7.4;7.4;26.1;21.4;21.4;20.6;21.7;20.9
15632;RT;F;TOTAL;FR;FR6;FR62;Midi-Pyrenees ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;14.03;12.58;12.14;12.68;10.97;12;9.3;9.6;9.7;10.7;10.6;9.1;9.5;8.9;9.6;9.5;26.4;26.1;23.5;25.4;21.8;23.8
15633;RT;F;TOTAL;FR;FR6;FR63;Limousin ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;23.87;12.59;11.79;14.65;15.66;10.1;12.2;11.7;11;11.1;12.2;10.4;12;11.6;10;12.7;27.7;33.4;28.2;25.2;28.6;29.9
15634;RT;F;TOTAL;FR;FR7;FR71;Rhone-Alpes ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;11.86;8.57;10.54;8.76;8.03;8.1;8.4;8.8;8.2;6.7;8.1;7.6;7.7;7.4;7.1;8.5;19.9;19.3;18;16.5;15.6;15.1
15635;RT;F;TOTAL;FR;FR7;FR72;Auvergne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;14.51;13.67;9.57;13.88;7.75;9.6;10.9;8.5;9.2;6.1;10.3;9.2;7.6;9.4;8.4;8.3;22.4;26;20.3;21.4;19;17.2
15636;RT;F;TOTAL;FR;FR8;FR81;Languedoc-Roussillon ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;11.22;11.17;11.29;10.41;9.59;7.9;9.5;9.1;9.6;7.8;9.7;6.7;9;8.5;8;8.3;22.9;20.6;23.1;21.5;17;17.7
15637;RT;F;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;13.4;11.23;11.73;12.06;11.21;8.3;8.8;8.5;8.1;8.7;9.3;7.7;9.7;7.7;8;8.9;23.3;22.9;19.5;19.2;18.3;17
15638;RT;F;TOTAL;FR;FR8;FR83;Corse ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;10.07;11.38;12.19;6.78;7.46;9.4;13.4;9;5.2;4.6;6.7;6.1;11.8;7.7;5.7;7.3;19.3;15.8;10.6;14.4;11.4;20.6
15639;RT;F;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;: ;: ;: ;2.13;1.68;1.3;2.1;1.7;1.7;1.3;1.3;2.2;1.3;0.9;0.9;: ;: ;: ;: ;: ;: ;:
15640;RT;F;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;: ;: ;: ;1.92;0.95;2.8;1.9;1.4;2.8;0.9;1.9;1.4;1.4;1.4;1.9;: ;: ;: ;: ;: ;: ;:
15641;RT;F;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;: ;: ;: ;0.82;2.5;: ;1.7;2.7;0.9;: ;2;2;: ;: ;: ;: ;: ;: ;: ;: ;: ;:
15642;RT;F;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J44_J47;Autres maladies des voies respiratoires inferieures;;: ;: ;: ;5.56;2.56;4.7;5.9;3.3;5.1;5.9;7.5;3.8;6.5;4.2;3.2;: ;: ;: ;: ;: ;: ;:
15917;RT;F;TOTAL;FR;FR;FR;France;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;14.23;11.66;12.24;12.24;10.9;10.6;10.9;10.5;10.7;10.1;11.3;10.2;11.6;10.7;10.4;: ;: ;: ;: ;: ;: ;:
15918;RT;F;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;10.03;8.88;9.58;9.78;8.53;8.1;7.8;8.4;7.9;7.9;9.1;8.6;9.3;8.5;8.2;8.4;18.7;19.7;20.4;18.9;17.5;16.7
15919;RT;F;TOTAL;FR;FR2;FR21;Champagne-Ardenne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;18.03;11.49;13.98;15.28;12.24;11.8;13.4;12.5;12.2;9.6;11.2;9.3;12.4;9.3;10.9;13.3;25.8;22.4;29.1;26.2;24.6;21.1
15920;RT;F;TOTAL;FR;FR2;FR22;Picardie ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;15.64;12.24;12.48;12.29;10.18;10.5;8.6;10.2;11;8.4;11.6;10.5;12.5;10.4;10.4;12;29.3;22.7;27.8;24.7;26.5;21.2
15921;RT;F;TOTAL;FR;FR2;FR23;Haute-Normandie ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;11.75;12.2;10.46;10.69;10.29;10.1;9.5;8.3;8.6;9.4;12;9.2;10.7;8.5;10.9;12.8;25.9;25.8;22.5;25.4;24.9;18.3
15922;RT;F;TOTAL;FR;FR2;FR24;Centre  ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;15.4;9.87;12.91;12.64;10.94;10;10.9;11.4;10.3;11;11.6;9.7;12.4;10.2;10;13.1;28.1;27.6;27.2;24.3;23;20
15923;RT;F;TOTAL;FR;FR2;FR25;Basse-Normandie ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;15.49;9.71;14.31;11.81;12.22;10.9;11.9;10.8;10.3;11.2;10.9;9.8;10.7;9.8;11.6;13.7;28.7;30.3;24.7;26;27.1;27.3
15924;RT;F;TOTAL;FR;FR2;FR26;Bourgogne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;15.26;15.6;14.21;12.89;12.29;14;14.9;12.8;14.1;13.3;13;12.6;13.6;15.2;13.6;13.8;29.2;29.2;29.3;28;24.6;24.3
15925;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;12.13;10.83;11.17;12.46;10.75;9.9;10.7;10.6;10.4;9.5;11.4;9.1;10.5;11.2;10.3;14.1;25.7;25.1;24.2;25.2;23.8;20.3
15926;RT;F;TOTAL;FR;FR4;FR41;Lorraine ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;20.66;13.11;14.15;15.55;14.04;13.7;15;12.6;11.7;12.1;14.1;11.6;14.3;15.1;11.8;13.1;26.2;28.8;24.6;25.1;24;22.2
15927;RT;F;TOTAL;FR;FR4;FR42;Alsace ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;15.04;13.01;11.41;11.33;10.22;9.1;11.4;9.8;9.9;13;10.2;8.6;9.7;9.9;9.5;10.4;20.6;17.7;20.5;20.9;19.6;15.8
15928;RT;F;TOTAL;FR;FR4;FR43;Franche-Comte ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;14.33;10.68;9.84;11.86;13.23;9.6;13.3;11.1;10.7;13.6;9.4;7.4;10.5;11.1;9.2;11.6;24.6;20.1;22.6;21.7;19.3;20.8
15929;RT;F;TOTAL;FR;FR5;FR51;Pays de la Loire ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;16.04;12.11;12.58;12.41;10.78;11.9;11.5;9.5;11.9;10.3;11.4;10.9;14.2;10.9;9.8;12.4;24.3;24.7;26.1;24.6;24.6;21.4
15930;RT;F;TOTAL;FR;FR5;FR52;Bretagne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;21.87;17.95;19.68;19.36;15.61;17.2;16.7;16.7;19.7;15.3;17.3;15.7;17.5;16;16.2;20.9;35.1;33.7;34.3;34.4;32.6;26.1
15931;RT;F;TOTAL;FR;FR5;FR53;Poitou-Charentes ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;16.31;12.39;15.78;13.77;13.5;13.1;11.2;12.5;10.5;10;14.2;12.3;12.6;12.8;13.3;12.5;32.9;30.6;32.6;31.1;26;24
15932;RT;F;TOTAL;FR;FR6;FR61;Aquitaine ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;15.79;12.87;13.63;13.73;11.25;10.9;11.7;11.3;12.6;11.5;11;12.8;12.5;9.3;10.7;11.4;30.9;26.7;26.8;24.9;26.3;24.5
15933;RT;F;TOTAL;FR;FR6;FR62;Midi-Pyrenees ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;15.25;14.34;13.66;14.34;12.04;13.6;11.5;11.4;11.4;12.7;12.6;11.6;11.5;11.7;12.8;13.5;29.7;29.8;26.3;29.4;25.3;28.1
15934;RT;F;TOTAL;FR;FR6;FR63;Limousin ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;25.96;15.48;13.37;16.48;17.22;12.5;15.4;13.5;13.6;14.5;14.9;13.9;14.7;17.2;13.2;16.5;31.2;38;33.4;30.6;33.5;33.4
15935;RT;F;TOTAL;FR;FR7;FR71;Rhone-Alpes ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;12.96;9.86;11.82;9.98;9.39;9.6;9.8;10.1;9.8;8.1;10;8.8;10.1;9.4;8.9;10.2;23.1;22.4;20.9;20.3;19.4;19.3
15936;RT;F;TOTAL;FR;FR7;FR72;Auvergne ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;16.07;15.24;12.43;16.6;10.33;11.8;12.4;11.4;12.1;8.5;12.6;12.5;11;12.5;12.1;11.7;26.8;31;23.8;27;23.7;20.6
15937;RT;F;TOTAL;FR;FR8;FR81;Languedoc-Roussillon ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;13.29;12.63;13.25;12.18;10.67;9.9;11.8;11;12.2;9.6;11.6;9.3;11.8;12.2;10.9;11;27.4;25.3;26.1;25.4;21.2;22
15938;RT;F;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;15.43;13.2;13.82;14.47;12.88;9.9;10.7;10.4;10.2;10.4;11.6;10.2;13;10.3;10.4;12.1;26.9;27.4;23.3;22.6;22.1;20.5
15939;RT;F;TOTAL;FR;FR8;FR83;Corse ;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;10.07;13.78;14.63;9.24;10.56;10.7;16.5;10.9;7.1;6.6;8;8.8;13.1;11.3;8.6;8;23.1;19.6;11.3;18.2;13.7;21.4
15940;RT;F;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;: ;: ;: ;5.53;3.37;2.1;4.2;3.8;6.4;4.3;3.4;5.2;5.2;6.1;5.3;: ;: ;: ;: ;: ;: ;:
15941;RT;F;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;: ;: ;: ;4.31;3.32;4.7;5.6;4.2;6.6;3.8;6.1;5.2;3.4;3.4;4.4;: ;: ;: ;: ;: ;: ;:
15942;RT;F;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;: ;: ;: ;0.82;3.33;0.9;1.7;2.7;1.8;1.9;2.9;3;1.1;: ;1.2;: ;: ;: ;: ;: ;: ;:
15943;RT;F;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;Toutes causes de mortalite;A_U;Causes interne de morbidite et mortalite ;J;;J40-J47;Maladies chroniques des voies respiratoires inferieures;;: ;: ;: ;8.1;3.96;7.3;8.8;5;8.7;8.1;12;8.9;11.4;8.4;8.5;: ;: ;: ;: ;: ;: ;:
